epoch,loss,accuracy,val_loss,val_accuracy,val_f1
,1.6818193197250366,0.42591267824172974,1.1954431533813477,0.5947338342666626,0.5851631019936846
,1.297239899635315,0.554760217666626,1.0104293823242188,0.6783056855201721,0.6709458520813603
,1.1340785026550293,0.6157480478286743,0.8592621684074402,0.7223812341690063,0.715942754517437
,0.9961273074150085,0.6635648012161255,0.7671264410018921,0.7532913684844971,0.7480326067988768
,0.9052719473838806,0.6947745084762573,0.6557390689849854,0.7870635390281677,0.7819787389870819
,0.8292909264564514,0.7241231203079224,0.6313474178314209,0.7933600544929504,0.788162842072708
,0.7701442241668701,0.7423049211502075,0.5558592081069946,0.8214081525802612,0.8192762443473158
,0.7433614730834961,0.7445955872535706,0.5194826722145081,0.8357183933258057,0.8347607209049066
,0.7019971609115601,0.7656406760215759,0.4954673945903778,0.8374356031417847,0.836201537064632
,0.6445363759994507,0.7809591889381409,0.5078953504562378,0.8357183933258057,0.8330533590704599
,0.6306666731834412,0.7882605791091919,0.456193745136261,0.8620492219924927,0.862240055952663
,0.6077917218208313,0.7886900305747986,0.4463243782520294,0.8580423593521118,0.8564061290994596
,0.5861178040504456,0.7981388568878174,0.43668368458747864,0.8631940484046936,0.8613548840143793
,0.5532488822937012,0.809735119342804,0.4192453622817993,0.8631940484046936,0.8601802832340899
,0.5283759832382202,0.8191839456558228,0.4064599275588989,0.875787079334259,0.875026385088983
,0.5284684300422668,0.8203292489051819,0.39626049995422363,0.8712077736854553,0.8706590427166809
,0.5136330723762512,0.8243378400802612,0.3794671297073364,0.8855180144309998,0.884985533402214
,0.494393527507782,0.8261989951133728,0.38974684476852417,0.8763594627380371,0.8759051974276206
,0.5013434290885925,0.8326413631439209,0.34921592473983765,0.8935317397117615,0.894217905481828
,0.4685235321521759,0.8356478214263916,0.3655897080898285,0.880366325378418,0.8795894042055086
,0.4472288191318512,0.8430923223495483,0.3340165615081787,0.8900973200798035,0.8897960038425988
,0.45076942443847656,0.8486757278442383,0.33760249614715576,0.8986834287643433,0.8991403632264771
,0.4364193379878998,0.8488188982009888,0.3402995765209198,0.8969662189483643,0.8966873599131757
,0.4323776662349701,0.8478167653083801,0.357862651348114,0.8963938355445862,0.8965086426763279
,0.4213184118270874,0.8604151606559753,0.31696462631225586,0.9026903510093689,0.902536920407882
,0.42371630668640137,0.8506800532341003,0.3225035071372986,0.8969662189483643,0.8969478166489193
,0.39647331833839417,0.8675733804702759,0.32140418887138367,0.900400698184967,0.9004685402027915
,0.3974849283695221,0.8621331453323364,0.31411728262901306,0.9066972136497498,0.9070575889030572
,0.40346553921699524,0.8631352782249451,0.30512163043022156,0.9084144234657288,0.9079798404128085
,0.38212311267852783,0.869291365146637,0.2906312346458435,0.9066972136497498,0.9071143377753862
,0.37081602215766907,0.8753042221069336,0.31870749592781067,0.901545524597168,0.9015838008758724
,0.38356176018714905,0.8697208166122437,0.2897230386734009,0.9135661125183105,0.9139336831143408
,0.36767733097076416,0.8745884299278259,0.3126431405544281,0.903835117816925,0.9042358873226141
,0.3528916537761688,0.8738725781440735,0.3042895793914795,0.9061247706413269,0.907388734079984
,0.3472535014152527,0.8830350637435913,0.2897813618183136,0.9181454181671143,0.9182271473222872
,0.34996330738067627,0.8817465901374817,0.2768828868865967,0.9129937291145325,0.913203499118768
,0.35313278436660767,0.8748747110366821,0.2940760552883148,0.9135661125183105,0.9132679524479963
,0.3511408865451813,0.8735862374305725,0.2806698679924011,0.9170005917549133,0.9169660733741472
,0.3343823254108429,0.8837509155273438,0.2622275948524475,0.9181454181671143,0.9186364852888546
,0.3316177427768707,0.8837509155273438,0.3024233877658844,0.9118489027023315,0.9118923079386378
,0.3338654041290283,0.8840371966362,0.2721543312072754,0.9135661125183105,0.9136059515239974
,0.34781143069267273,0.8747315406799316,0.2856447100639343,0.9141384959220886,0.9139631895516501
,0.32991543412208557,0.8853256702423096,0.26744481921195984,0.9175729751586914,0.9176522191440402
,0.3218221962451935,0.8843235373497009,0.2775056064128876,0.9152833223342896,0.915866707275956
,0.32099515199661255,0.8901932835578918,0.2757266163825989,0.9170005917549133,0.9169586971147333
,0.31836235523223877,0.8881889581680298,0.3191337287425995,0.8975386619567871,0.8967271294519626
,0.3270837366580963,0.8858983516693115,0.27928587794303894,0.9135661125183105,0.9134276630417272
,0.3053591549396515,0.8927702307701111,0.2869454622268677,0.9158557653427124,0.9163949034356005
,0.31009966135025024,0.8964924812316895,0.27715957164764404,0.9152833223342896,0.9157118987514093
,0.30023902654647827,0.8934860229492188,0.25998038053512573,0.925014317035675,0.9254020458784612
,0.3093268573284149,0.8917680978775024,0.2788883149623871,0.9164281487464905,0.9168595927813467
,0.30387571454048157,0.896062970161438,0.26786133646965027,0.9181454181671143,0.9183205085560399
,0.30552953481674194,0.8954903483390808,0.2663327157497406,0.9221522808074951,0.9220465086187888
,0.29625698924064636,0.8986399173736572,0.2606450617313385,0.9336004853248596,0.9339482151071502
,0.2991204559803009,0.8933428525924683,0.28060266375541687,0.923297107219696,0.9237617720437775
,0.3038644790649414,0.8947744965553284,0.2647152543067932,0.9227246642112732,0.9229419533311309
,0.2785643935203552,0.9016463756561279,0.24683766067028046,0.926159143447876,0.9261545871941831
,0.2948980927467346,0.8952040076255798,0.255825936794281,0.9301660060882568,0.9306461070288797
,0.2821672558784485,0.8996421098709106,0.25477465987205505,0.9238694906234741,0.9240364645625445
,0.2832310199737549,0.8996421098709106,0.27346670627593994,0.9221522808074951,0.9227358226190033
,0.2670661211013794,0.9046528339385986,0.263249933719635,0.9187178015708923,0.9187142822469069
,0.27054014801979065,0.9053686261177063,0.2550472915172577,0.9324556589126587,0.9326080831416534
,0.2813533842563629,0.9017895460128784,0.28217995166778564,0.9187178015708923,0.9191489977909535
,0.27295875549316406,0.9069434404373169,0.26509737968444824,0.9221522808074951,0.9222683508343638
,0.2660200297832489,0.9098067283630371,0.27339255809783936,0.9170005917549133,0.9171960915751993
,0.2889656722545624,0.9046528339385986,0.27716517448425293,0.9221522808074951,0.9223561727320568
,0.273188978433609,0.9056549668312073,0.24698399007320404,0.926159143447876,0.9263323065369535
,0.27134594321250916,0.908375084400177,0.25489890575408936,0.9307383894920349,0.9309260715271954
,0.26327595114707947,0.9069434404373169,0.24671031534671783,0.925014317035675,0.9252523128749252
,0.2747982144355774,0.9045096635818481,0.2464800626039505,0.927876353263855,0.9277549147404994
,0.265464186668396,0.9093772172927856,0.2359788864850998,0.9353176951408386,0.9356306257970453
,0.26104313135147095,0.9100930690765381,0.2533469498157501,0.925014317035675,0.9254462476334554
,0.26028117537498474,0.908088743686676,0.2778122127056122,0.9198626279830933,0.9203046431118665
,0.25886309146881104,0.9141016602516174,0.23120036721229553,0.9358900785446167,0.9363023159418915
,0.26541516184806824,0.9068002700805664,0.2495260089635849,0.9341728687286377,0.9341424549873432
,0.2616819739341736,0.9098067283630371,0.27730053663253784,0.926159143447876,0.9270621408331184
,0.24040566384792328,0.9195418953895569,0.2360686957836151,0.9324556589126587,0.9324093607601641
,0.25349029898643494,0.9109520316123962,0.24508649110794067,0.9307383894920349,0.9311652978155737
,0.2538408041000366,0.9102362394332886,0.23673725128173828,0.927876353263855,0.927922362892505
,0.23987343907356262,0.9161059260368347,0.24153219163417816,0.9284487962722778,0.9290573653853337
,0.24312694370746613,0.9142448306083679,0.23694944381713867,0.9381797313690186,0.9383371709915421
,0.26151609420776367,0.9112383723258972,0.23768876492977142,0.9330280423164368,0.933088051758543
,0.24292244017124176,0.9149606227874756,0.2390233427286148,0.9330280423164368,0.9334856084828511
,0.2342517375946045,0.9211166501045227,0.23420889675617218,0.9353176951408386,0.9353765145607131
,0.25286367535591125,0.9115247130393982,0.2416115403175354,0.9318832159042358,0.9321061490948447
,0.2299436330795288,0.9231209754943848,0.22714142501354218,0.9341728687286377,0.9341497748389354
,0.22148820757865906,0.9222620129585266,0.2531662881374359,0.9398969411849976,0.940151559856377
,0.23196925222873688,0.920687198638916,0.2728928327560425,0.9301660060882568,0.9308936213859553
,0.23902177810668945,0.9163922667503357,0.26035574078559875,0.9307383894920349,0.9306651295850146
,0.21990695595741272,0.9249821305274963,0.26043573021888733,0.9301660060882568,0.9299110438991263
,0.23953890800476074,0.9151037931442261,0.2542964220046997,0.9364625215530396,0.9361617755730218
,0.2307707667350769,0.9189692139625549,0.2684301435947418,0.929593563079834,0.9298336756851168
,0.23130786418914795,0.920687198638916,0.2567617893218994,0.9318832159042358,0.9318781585967639
,0.22790256142616272,0.9236936569213867,0.24153713881969452,0.9353176951408386,0.9354719382566872
,0.22592328488826752,0.9221188426017761,0.23557297885417938,0.9324556589126587,0.932609934761661
,0.22937022149562836,0.9179670810699463,0.2403123825788498,0.9336004853248596,0.9335670071542865
,0.21539810299873352,0.9246957898139954,0.23611249029636383,0.9387521743774414,0.9389780733121568
,0.23644234240055084,0.9168217778205872,0.2581939697265625,0.9358900785446167,0.9364849590766797
,0.23831968009471893,0.9226914644241333,0.24248558282852173,0.9381797313690186,0.9383677468603528
,0.22757692635059357,0.9208303689956665,0.2504819631576538,0.9307383894920349,0.9312402366540974
,0.22497326135635376,0.9255547523498535,0.2428479641675949,0.9404693841934204,0.940524542451693
,0.22077201306819916,0.9234073162078857,0.22315102815628052,0.9421865940093994,0.9422387989014313
,0.23105449974536896,0.9226914644241333,0.2441127449274063,0.9347452521324158,0.935042994906942
,0.22200429439544678,0.9244094491004944,0.23977111279964447,0.9398969411849976,0.939972408973262
,0.2083549052476883,0.9267000555992126,0.25477659702301025,0.9376073479652405,0.9375589893043518
,0.21557539701461792,0.9258410930633545,0.23503895103931427,0.9376073479652405,0.937907211299524
,0.20632849633693695,0.9281316995620728,0.22156833112239838,0.9433314204216003,0.9435232127960131
,0.20888563990592957,0.9252684116363525,0.231293722987175,0.9404693841934204,0.9404766993628683
,0.22417216002941132,0.925697922706604,0.21227070689201355,0.9421865940093994,0.9420537623745201
,0.23538684844970703,0.9241231083869934,0.2323177307844162,0.9393245577812195,0.9392215857643295
,0.21464119851589203,0.9277022480964661,0.2316206842660904,0.9450486302375793,0.9448211693167853
,0.20534303784370422,0.9287043809890747,0.24284480512142181,0.9376073479652405,0.9376748507453911
,0.21598680317401886,0.9242662787437439,0.23931734263896942,0.9398969411849976,0.9398230244615456
,0.22950321435928345,0.9205440282821655,0.23882344365119934,0.9376073479652405,0.9375917374163213
,0.20055396854877472,0.9301360249519348,0.2530340850353241,0.9347452521324158,0.9346217678905633
,0.19782574474811554,0.932999312877655,0.2553465962409973,0.9336004853248596,0.9339597968183507
,0.2263060212135315,0.9215461611747742,0.2305223047733307,0.9358900785446167,0.935826332779194
,0.21289034187793732,0.9278453588485718,0.245125874876976,0.9347452521324158,0.934565168807107
,0.21931380033493042,0.920400857925415,0.2539651095867157,0.9301660060882568,0.9305502755826108
,0.2139599621295929,0.926270604133606,0.2276768833398819,0.9444762468338013,0.9445493372829488
